checking_account,duration,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,risk,age_group,credit_amount_group,duration_group,credit_per_month,employment_stability,savings_status,credit_history_simple,age_to_credit_ratio,debt_burden,credit_to_duration_ratio,young_high_credit_flag,high_exposure_flag,critical_high_amount_flag,no_checking_high_credit_flag,checking_risk,history_risk,savings_risk,combined_account_risk,duration_history_interaction,amount_checking_interaction
A14,24,A32,A43,3430,A63,A75,3,A93,A101,2,A123,31,A143,A152,1,A173,2,A192,A201,1,25-35,Medium-High,13-24,142.91666666666666,7+ years,quite rich,delayed_payments,0.009037900874635569,1143.3333333333333,142.91666666666666,0,0,0,0,0,1,1,2,24,0
A14,9,A34,A40,2134,A61,A73,4,A93,A101,4,A123,48,A143,A152,3,A173,1,A192,A201,1,45-55,Medium-Low,0-12,237.11111111111111,1-4 years,little,other_credits,0.022492970946579195,533.5,237.11111111111111,0,0,0,0,0,1,3,4,9,0
A11,6,A32,A43,2647,A63,A73,2,A93,A101,3,A121,44,A143,A151,1,A173,2,A191,A201,1,35-45,Medium-High,0-12,441.1666666666667,1-4 years,quite rich,delayed_payments,0.01662259161314696,1323.5,441.1666666666667,0,0,0,0,3,1,1,5,6,7941
A11,10,A34,A40,2241,A61,A72,1,A93,A101,3,A121,48,A143,A151,2,A172,2,A191,A202,1,45-55,Medium-Low,0-12,224.1,<1 year,little,other_credits,0.0214190093708166,2241.0,224.1,0,0,0,0,3,1,3,7,10,6723
A12,12,A34,A41,1804,A62,A72,3,A93,A101,4,A122,44,A143,A152,1,A173,1,A191,A201,1,35-45,Medium-Low,0-12,150.33333333333334,<1 year,moderate,other_credits,0.024390243902439025,601.3333333333334,150.33333333333334,0,0,0,0,2,1,2,5,12,3608
A14,10,A34,A42,2069,A65,A73,2,A94,A101,1,A123,26,A143,A152,2,A173,1,A191,A202,1,25-35,Medium-Low,0-12,206.9,1-4 years,unknown,other_credits,0.012566457225712905,1034.5,206.9,0,0,0,0,0,1,2,3,10,0
A11,6,A32,A42,1374,A61,A73,1,A93,A101,2,A121,36,A141,A152,1,A172,1,A192,A201,1,35-45,Medium-Low,0-12,229.0,1-4 years,little,delayed_payments,0.026200873362445413,1374.0,229.0,0,0,0,0,3,1,3,7,6,4122
A14,6,A30,A43,426,A61,A75,4,A94,A101,4,A123,39,A143,A152,1,A172,1,A191,A201,1,35-45,Low,0-12,71.0,7+ years,little,no_credits,0.09154929577464789,106.5,71.0,0,0,0,0,0,0,3,3,0,0
A13,12,A31,A43,409,A64,A73,3,A92,A101,3,A121,42,A143,A151,2,A173,1,A191,A201,1,35-45,Low,0-12,34.083333333333336,1-4 years,rich,good_credits,0.10268948655256724,136.33333333333334,34.083333333333336,0,0,0,0,1,0,0,1,0,409
A12,7,A32,A43,2415,A61,A73,3,A93,A103,2,A121,34,A143,A152,1,A173,1,A191,A201,1,25-35,Medium-High,0-12,345.0,1-4 years,little,delayed_payments,0.014078674948240166,805.0,345.0,0,0,0,0,2,1,3,6,7,4830
A11,60,A33,A49,6836,A61,A75,3,A93,A101,4,A124,63,A143,A152,2,A173,1,A192,A201,0,55-65,High,48+,113.93333333333334,7+ years,little,critical_account,0.009215915740198947,2278.6666666666665,113.93333333333334,0,1,1,0,3,2,3,8,120,20508
A12,18,A32,A49,1913,A64,A72,3,A94,A101,3,A121,36,A141,A152,1,A173,1,A192,A201,1,35-45,Medium-Low,13-24,106.27777777777777,<1 year,rich,delayed_payments,0.01881860951385259,637.6666666666666,106.27777777777777,0,0,0,0,2,1,0,3,18,3826
A11,24,A32,A42,4020,A61,A73,2,A93,A101,2,A123,27,A142,A152,1,A173,1,A191,A201,1,25-35,High,13-24,167.5,1-4 years,little,delayed_payments,0.006716417910447761,2010.0,167.5,1,0,0,0,3,1,3,7,24,12060
A12,18,A32,A40,5866,A62,A73,2,A93,A101,2,A123,30,A143,A152,2,A173,1,A192,A201,1,25-35,High,13-24,325.8888888888889,1-4 years,moderate,delayed_payments,0.005114217524718718,2933.0,325.8888888888889,0,0,0,0,2,1,2,5,18,11732
A14,12,A34,A49,1264,A65,A75,4,A93,A101,4,A124,57,A143,A151,1,A172,1,A191,A201,1,55-65,Low,0-12,105.33333333333333,7+ years,unknown,other_credits,0.04509493670886076,316.0,105.33333333333333,0,0,0,0,0,1,2,3,12,0
A13,12,A32,A42,1474,A61,A72,4,A92,A101,1,A122,33,A141,A152,1,A174,1,A192,A201,1,25-35,Medium-Low,0-12,122.83333333333333,<1 year,little,delayed_payments,0.022388059701492536,368.5,122.83333333333333,0,0,0,0,1,1,3,5,12,1474
A12,45,A34,A43,4746,A61,A72,4,A93,A101,2,A122,25,A143,A152,2,A172,1,A191,A201,0,<25,High,37-48,105.46666666666667,<1 year,little,other_credits,0.005267593763168985,1186.5,105.46666666666667,1,1,0,0,2,1,3,6,45,9492
A14,48,A34,A46,6110,A61,A73,1,A93,A101,3,A124,31,A141,A153,1,A173,1,A192,A201,1,25-35,High,37-48,127.29166666666667,1-4 years,little,other_credits,0.005073649754500818,6110.0,127.29166666666667,0,1,0,1,0,1,3,4,48,0
A13,18,A32,A43,2100,A61,A73,4,A93,A102,2,A121,37,A142,A152,1,A173,1,A191,A201,0,35-45,Medium-Low,13-24,116.66666666666667,1-4 years,little,delayed_payments,0.017619047619047618,525.0,116.66666666666667,0,0,0,0,1,1,3,5,18,2100
A13,10,A32,A44,1225,A61,A73,2,A93,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,1,35-45,Low,0-12,122.5,1-4 years,little,delayed_payments,0.030204081632653063,612.5,122.5,0,0,0,0,1,1,3,5,10,1225
A12,9,A32,A43,458,A61,A73,4,A93,A101,3,A121,24,A143,A152,1,A173,1,A191,A201,1,<25,Low,0-12,50.888888888888886,1-4 years,little,delayed_payments,0.05240174672489083,114.5,50.888888888888886,0,0,0,0,2,1,3,6,9,916
A14,30,A32,A43,2333,A63,A75,4,A93,A101,2,A123,30,A141,A152,1,A174,1,A191,A201,1,25-35,Medium-High,25-36,77.76666666666667,7+ years,quite rich,delayed_payments,0.012858979854264894,583.25,77.76666666666667,0,0,0,0,0,1,1,2,30,0
A12,12,A32,A43,1158,A63,A73,3,A91,A101,1,A123,26,A143,A152,1,A173,1,A192,A201,1,25-35,Low,0-12,96.5,1-4 years,quite rich,delayed_payments,0.022452504317789293,386.0,96.5,0,0,0,0,2,1,1,4,12,2316
A12,18,A33,A45,6204,A61,A73,2,A93,A101,4,A121,44,A143,A152,1,A172,2,A192,A201,1,35-45,High,13-24,344.6666666666667,1-4 years,little,critical_account,0.0070921985815602835,3102.0,344.6666666666667,0,0,1,0,2,2,3,7,36,12408
A11,30,A34,A41,6187,A62,A74,1,A94,A101,4,A123,24,A143,A151,2,A173,1,A191,A201,1,<25,High,25-36,206.23333333333332,4-7 years,moderate,other_credits,0.0038791013415225475,6187.0,206.23333333333332,1,1,0,0,3,1,2,6,30,18561
A11,48,A34,A41,6143,A61,A75,4,A92,A101,4,A124,58,A142,A153,2,A172,1,A191,A201,0,55-65,High,37-48,127.97916666666667,7+ years,little,other_credits,0.009441640892072277,1535.75,127.97916666666667,0,1,0,0,3,1,3,7,48,18429
A14,11,A34,A40,1393,A61,A72,4,A92,A101,4,A123,35,A143,A152,2,A174,1,A191,A201,1,25-35,Medium-Low,0-12,126.63636363636364,<1 year,little,other_credits,0.02512562814070352,348.25,126.63636363636364,0,0,0,0,0,1,3,4,11,0
A14,36,A32,A43,2299,A63,A75,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A191,A201,1,35-45,Medium-Low,25-36,63.861111111111114,7+ years,quite rich,delayed_payments,0.016963897346672467,574.75,63.861111111111114,0,0,0,0,0,1,1,2,36,0
A11,6,A32,A41,1352,A63,A71,1,A92,A101,2,A122,23,A143,A151,1,A171,1,A192,A201,1,<25,Low,0-12,225.33333333333334,unemployed,quite rich,delayed_payments,0.017011834319526627,1352.0,225.33333333333334,0,0,0,0,3,1,1,5,6,4056
A14,11,A34,A40,7228,A61,A73,1,A93,A101,4,A122,39,A143,A152,2,A172,1,A191,A201,1,35-45,High,0-12,657.0909090909091,1-4 years,little,other_credits,0.00539568345323741,7228.0,657.0909090909091,0,0,0,1,0,1,3,4,11,0
A14,12,A32,A43,2073,A62,A73,4,A92,A102,2,A121,28,A143,A152,1,A173,1,A191,A201,1,25-35,Medium-Low,0-12,172.75,1-4 years,moderate,delayed_payments,0.013506994693680656,518.25,172.75,0,0,0,0,0,1,2,3,12,0
A12,24,A33,A42,2333,A65,A72,4,A93,A101,2,A122,29,A141,A152,1,A172,1,A191,A201,1,25-35,Medium-High,13-24,97.20833333333333,<1 year,unknown,critical_account,0.012430347192456065,583.25,97.20833333333333,0,0,1,0,2,2,2,6,48,4666
A12,27,A33,A41,5965,A61,A75,1,A93,A101,2,A123,30,A143,A152,2,A174,1,A192,A201,1,25-35,High,25-36,220.92592592592592,7+ years,little,critical_account,0.005029337803855826,5965.0,220.92592592592592,0,1,1,0,2,2,3,7,54,11930
A14,12,A32,A43,1262,A61,A73,3,A93,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,1,<25,Low,0-12,105.16666666666667,1-4 years,little,delayed_payments,0.019809825673534072,420.6666666666667,105.16666666666667,0,0,0,0,0,1,3,4,12,0
A14,18,A32,A41,3378,A65,A73,2,A93,A101,1,A122,31,A143,A152,1,A173,1,A192,A201,1,25-35,Medium-High,13-24,187.66666666666666,1-4 years,unknown,delayed_payments,0.009177027827116636,1689.0,187.66666666666666,0,0,0,0,0,1,2,3,18,0
A12,36,A33,A40,2225,A61,A75,4,A93,A101,4,A124,57,A141,A153,2,A173,1,A192,A201,0,55-65,Medium-Low,25-36,61.80555555555556,7+ years,little,critical_account,0.025617977528089888,556.25,61.80555555555556,0,0,0,0,2,2,3,7,72,4450
A14,6,A31,A40,783,A65,A73,1,A93,A103,2,A121,26,A142,A152,1,A172,2,A191,A201,1,25-35,Low,0-12,130.5,1-4 years,unknown,good_credits,0.033205619412515965,783.0,130.5,0,0,0,0,0,0,2,2,0,0
A12,12,A32,A43,6468,A65,A71,2,A93,A101,1,A124,52,A143,A152,1,A174,1,A192,A201,0,45-55,High,0-12,539.0,unemployed,unknown,delayed_payments,0.008039579468150896,3234.0,539.0,0,0,0,0,2,1,2,5,12,12936
A14,36,A34,A43,9566,A61,A73,2,A92,A101,2,A123,31,A142,A152,2,A173,1,A191,A201,1,25-35,High,25-36,265.72222222222223,1-4 years,little,other_credits,0.0032406439473134014,4783.0,265.72222222222223,0,1,0,1,0,1,3,4,36,0
A13,18,A32,A40,1961,A61,A75,3,A92,A101,2,A123,23,A143,A152,1,A174,1,A191,A201,1,<25,Medium-Low,13-24,108.94444444444444,7+ years,little,delayed_payments,0.011728709841917389,653.6666666666666,108.94444444444444,0,0,0,0,1,1,3,5,18,1961
A11,36,A34,A42,6229,A61,A72,4,A92,A102,4,A124,23,A143,A151,2,A172,1,A192,A201,0,<25,High,25-36,173.02777777777777,<1 year,little,other_credits,0.003692406485792262,1557.25,173.02777777777777,1,1,0,0,3,1,3,7,36,18687
A12,9,A32,A49,1391,A61,A73,2,A94,A101,1,A121,27,A141,A152,1,A173,1,A192,A201,1,25-35,Medium-Low,0-12,154.55555555555554,1-4 years,little,delayed_payments,0.019410496046010063,695.5,154.55555555555554,0,0,0,0,2,1,3,6,9,2782
A12,15,A34,A43,1537,A65,A75,4,A93,A103,4,A121,50,A143,A152,2,A173,1,A192,A201,1,45-55,Medium-Low,13-24,102.46666666666667,7+ years,unknown,other_credits,0.03253090435914118,384.25,102.46666666666667,0,0,0,0,2,1,2,5,15,3074
A12,36,A30,A49,1953,A61,A75,4,A93,A101,4,A124,61,A143,A153,1,A174,1,A192,A201,0,55-65,Medium-Low,25-36,54.25,7+ years,little,no_credits,0.03123399897593446,488.25,54.25,0,0,0,0,2,0,3,5,0,3906
A12,48,A30,A49,14421,A61,A73,2,A93,A101,2,A123,25,A143,A152,1,A173,1,A192,A201,0,<25,High,37-48,300.4375,1-4 years,little,no_credits,0.0017335829692809099,7210.5,300.4375,1,1,0,0,2,0,3,5,0,28842
A14,24,A32,A43,3181,A61,A72,4,A92,A101,4,A122,26,A143,A152,1,A173,1,A192,A201,1,25-35,Medium-High,13-24,132.54166666666666,<1 year,little,delayed_payments,0.00817353033637221,795.25,132.54166666666666,0,0,0,0,0,1,3,4,24,0
A14,27,A32,A45,5190,A65,A75,4,A93,A101,4,A122,48,A143,A152,4,A173,2,A192,A201,1,45-55,High,25-36,192.22222222222223,7+ years,unknown,delayed_payments,0.009248554913294798,1297.5,192.22222222222223,0,1,0,1,0,1,2,3,27,0
A14,12,A32,A43,2171,A61,A72,2,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,1,25-35,Medium-Low,0-12,180.91666666666666,<1 year,little,delayed_payments,0.013357899585444496,1085.5,180.91666666666666,0,0,0,0,0,1,3,4,12,0
A12,12,A32,A40,1007,A64,A73,4,A94,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,1,<25,Low,0-12,83.91666666666667,1-4 years,rich,delayed_payments,0.021847070506454815,251.75,83.91666666666667,0,0,0,0,2,1,0,3,12,2014
A14,36,A32,A46,1819,A61,A73,4,A93,A101,4,A124,37,A142,A153,1,A173,1,A192,A201,0,35-45,Medium-Low,25-36,50.52777777777778,1-4 years,little,delayed_payments,0.02034084661902144,454.75,50.52777777777778,0,0,0,0,0,1,3,4,36,0
A14,36,A32,A43,2394,A65,A73,4,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,1,<25,Medium-High,25-36,66.5,1-4 years,unknown,delayed_payments,0.010442773600668337,598.5,66.5,0,0,0,0,0,1,2,3,36,0
A14,36,A32,A41,8133,A61,A73,1,A92,A101,2,A122,30,A141,A152,1,A173,1,A191,A201,1,25-35,High,25-36,225.91666666666666,1-4 years,little,delayed_payments,0.0036886757654002213,8133.0,225.91666666666666,0,1,0,1,0,1,3,4,36,0
A14,7,A34,A43,730,A65,A75,4,A93,A101,2,A122,46,A143,A151,2,A172,1,A192,A201,1,45-55,Low,0-12,104.28571428571429,7+ years,unknown,other_credits,0.06301369863013699,182.5,104.28571428571429,0,0,0,0,0,1,2,3,7,0
A11,8,A34,A410,1164,A61,A75,3,A93,A101,4,A124,51,A141,A153,2,A174,2,A192,A201,1,45-55,Low,0-12,145.5,7+ years,little,other_credits,0.04381443298969072,388.0,145.5,0,0,0,0,3,1,3,7,8,3492
A12,42,A34,A49,5954,A61,A74,2,A92,A101,1,A121,41,A141,A152,2,A172,1,A191,A201,1,35-45,High,37-48,141.76190476190476,4-7 years,little,other_credits,0.006886126973463218,2977.0,141.76190476190476,0,1,0,0,2,1,3,6,42,11908
A11,36,A32,A46,1977,A65,A75,4,A93,A101,4,A124,40,A143,A152,1,A174,1,A192,A201,0,35-45,Medium-Low,25-36,54.916666666666664,7+ years,unknown,delayed_payments,0.020232675771370764,494.25,54.916666666666664,0,0,0,0,3,1,2,6,36,5931
A11,12,A34,A41,1526,A61,A75,4,A93,A101,4,A124,66,A143,A153,2,A174,1,A191,A201,1,65+,Medium-Low,0-12,127.16666666666667,7+ years,little,other_credits,0.04325032765399738,381.5,127.16666666666667,0,0,0,0,3,1,3,7,12,4578
A11,42,A32,A43,3965,A61,A72,4,A93,A101,3,A123,34,A143,A152,1,A173,1,A191,A201,0,25-35,Medium-High,37-48,94.4047619047619,<1 year,little,delayed_payments,0.008575031525851198,991.25,94.4047619047619,0,0,0,0,3,1,3,7,42,11895
A12,11,A33,A43,4771,A61,A74,2,A93,A101,4,A122,51,A143,A152,1,A173,1,A191,A201,1,45-55,High,0-12,433.72727272727275,4-7 years,little,critical_account,0.010689582896667365,2385.5,433.72727272727275,0,0,1,0,2,2,3,7,22,9542
A14,54,A30,A41,9436,A65,A73,2,A93,A101,2,A122,39,A143,A152,1,A172,2,A191,A201,1,35-45,High,48+,174.74074074074073,1-4 years,unknown,no_credits,0.004133107248834251,4718.0,174.74074074074073,0,1,0,1,0,0,2,2,0,0
A12,30,A32,A42,3832,A61,A72,2,A94,A101,1,A122,22,A143,A152,1,A173,1,A191,A201,1,<25,Medium-High,25-36,127.73333333333333,<1 year,little,delayed_payments,0.005741127348643006,1916.0,127.73333333333333,0,0,0,0,2,1,3,6,30,7664
A14,24,A32,A43,5943,A65,A72,1,A92,A101,1,A123,44,A143,A152,2,A173,1,A192,A201,0,35-45,High,13-24,247.625,<1 year,unknown,delayed_payments,0.00740366818105334,5943.0,247.625,0,0,0,1,0,1,2,3,24,0
A14,15,A32,A43,1213,A63,A75,4,A93,A101,3,A122,47,A142,A152,1,A173,1,A192,A201,1,45-55,Low,13-24,80.86666666666666,7+ years,quite rich,delayed_payments,0.038746908491343775,303.25,80.86666666666666,0,0,0,0,0,1,1,2,15,0
A14,18,A32,A49,1568,A62,A73,3,A92,A101,4,A122,24,A143,A151,1,A172,1,A191,A201,1,<25,Medium-Low,13-24,87.11111111111111,1-4 years,moderate,delayed_payments,0.015306122448979591,522.6666666666666,87.11111111111111,0,0,0,0,0,1,2,3,18,0
A11,24,A32,A410,1755,A61,A75,4,A92,A103,4,A121,58,A143,A152,1,A172,1,A192,A201,1,55-65,Medium-Low,13-24,73.125,7+ years,little,delayed_payments,0.03304843304843305,438.75,73.125,0,0,0,0,3,1,3,7,24,5265
A11,10,A32,A43,2315,A61,A75,3,A93,A101,4,A121,52,A143,A152,1,A172,1,A191,A201,1,45-55,Medium-Low,0-12,231.5,7+ years,little,delayed_payments,0.0224622030237581,771.6666666666666,231.5,0,0,0,0,3,1,3,7,10,6945
A14,12,A34,A49,1412,A61,A73,4,A92,A103,2,A121,29,A143,A152,2,A174,1,A192,A201,1,25-35,Medium-Low,0-12,117.66666666666667,1-4 years,little,other_credits,0.020538243626062325,353.0,117.66666666666667,0,0,0,0,0,1,3,4,12,0
A12,18,A34,A42,1295,A61,A72,4,A92,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,1,25-35,Low,13-24,71.94444444444444,<1 year,little,other_credits,0.02084942084942085,323.75,71.94444444444444,0,0,0,0,2,1,3,6,18,2590
A12,36,A32,A46,12612,A62,A73,1,A93,A101,4,A124,47,A143,A153,1,A173,2,A192,A201,0,45-55,High,25-36,350.3333333333333,1-4 years,moderate,delayed_payments,0.0037266095781795117,12612.0,350.3333333333333,0,1,0,0,2,1,2,5,36,25224
A11,18,A32,A40,2249,A62,A74,4,A93,A101,3,A123,30,A143,A152,1,A174,2,A192,A201,1,25-35,Medium-Low,13-24,124.94444444444444,4-7 years,moderate,delayed_payments,0.013339261894175189,562.25,124.94444444444444,0,0,0,0,3,1,2,6,18,6747
A11,12,A30,A45,1108,A61,A74,4,A93,A101,3,A121,28,A143,A152,2,A173,1,A191,A201,0,25-35,Low,0-12,92.33333333333333,4-7 years,little,no_credits,0.02527075812274368,277.0,92.33333333333333,0,0,0,0,3,0,3,6,0,3324
A14,12,A34,A43,618,A61,A75,4,A93,A101,4,A121,56,A143,A152,1,A173,1,A191,A201,1,55-65,Low,0-12,51.5,7+ years,little,other_credits,0.09061488673139159,154.5,51.5,0,0,0,0,0,1,3,4,12,0
A11,12,A34,A41,1409,A61,A75,4,A93,A101,3,A121,54,A143,A152,1,A173,1,A191,A201,1,45-55,Medium-Low,0-12,117.41666666666667,7+ years,little,other_credits,0.0383250532292406,352.25,117.41666666666667,0,0,0,0,3,1,3,7,12,4227
A14,12,A34,A43,797,A65,A75,4,A92,A101,3,A122,33,A141,A152,1,A172,2,A191,A201,0,25-35,Low,0-12,66.41666666666667,7+ years,unknown,other_credits,0.04140526976160602,199.25,66.41666666666667,0,0,0,0,0,1,2,3,12,0
A13,24,A34,A42,3617,A65,A75,4,A93,A102,4,A124,20,A143,A151,2,A173,1,A191,A201,1,<25,Medium-High,13-24,150.70833333333334,7+ years,unknown,other_credits,0.00552944429084877,904.25,150.70833333333334,0,0,0,0,1,1,2,4,24,3617
A12,12,A32,A40,1318,A64,A75,4,A93,A101,4,A121,54,A143,A152,1,A173,1,A192,A201,1,45-55,Low,0-12,109.83333333333333,7+ years,rich,delayed_payments,0.0409711684370258,329.5,109.83333333333333,0,0,0,0,2,1,0,3,12,2636
A12,54,A30,A49,15945,A61,A72,3,A93,A101,4,A124,58,A143,A151,1,A173,1,A192,A201,0,55-65,High,48+,295.27777777777777,<1 year,little,no_credits,0.0036375039197240515,5315.0,295.27777777777777,0,1,0,0,2,0,3,5,0,31890
A14,12,A34,A46,2012,A65,A74,4,A92,A101,2,A123,61,A143,A152,1,A173,1,A191,A201,1,55-65,Medium-Low,0-12,167.66666666666666,4-7 years,unknown,other_credits,0.030318091451292245,503.0,167.66666666666666,0,0,0,0,0,1,2,3,12,0
A12,18,A32,A49,2622,A62,A73,4,A93,A101,4,A123,34,A143,A152,1,A173,1,A191,A201,1,25-35,Medium-High,13-24,145.66666666666666,1-4 years,moderate,delayed_payments,0.012967200610221205,655.5,145.66666666666666,0,0,0,0,2,1,2,5,18,5244
A12,36,A34,A43,2337,A61,A75,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,1,35-45,Medium-High,25-36,64.91666666666667,7+ years,little,other_credits,0.01540436456996149,584.25,64.91666666666667,0,0,0,0,2,1,3,6,36,4674
A12,20,A33,A41,7057,A65,A74,3,A93,A101,4,A122,36,A141,A151,2,A174,2,A192,A201,1,35-45,High,13-24,352.85,4-7 years,unknown,critical_account,0.0051013178404421145,2352.3333333333335,352.85,0,0,1,0,2,2,2,6,40,14114
A14,24,A32,A40,1469,A62,A75,4,A94,A101,4,A121,41,A143,A151,1,A172,1,A191,A201,1,35-45,Medium-Low,13-24,61.208333333333336,7+ years,moderate,delayed_payments,0.027910142954390742,367.25,61.208333333333336,0,0,0,0,0,1,2,3,24,0
A12,36,A32,A43,2323,A61,A74,4,A93,A101,4,A123,24,A143,A151,1,A173,1,A191,A201,1,<25,Medium-High,25-36,64.52777777777777,4-7 years,little,delayed_payments,0.010331467929401636,580.75,64.52777777777777,0,0,0,0,2,1,3,6,36,4646
